,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
3907210,3907210,2021-03-27 07:19:05.434723+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 07:00:00+00:00,alpha,True,15.0,1,a-1,3907210,9798.0
6483818,6483818,2021-05-09 12:47:53.518439+00:00,x,y,2021-05-22 10:00:00+00:00,2021-05-22 12:00:00+00:00,alpha,True,35.0,1,a-9,6483818,8290.0
2245395,2245395,2021-02-27 10:22:48.246271+00:00,x,y,2021-03-13 13:30:00+00:00,2021-03-13 15:40:00+00:00,alpha,True,35.0,1,a-5,2245395,8027.0
10291677,10291677,2021-06-18 06:51:57.460173+00:00,x,y,2021-06-23 09:45:00+00:00,2021-06-23 11:45:00+00:00,gamma,True,20.0,2,c-2,10291677,7620.0
16676081,16676081,2021-07-31 17:24:56.635177+00:00,x,y,2021-08-03 04:00:00+00:00,2021-08-03 06:00:00+00:00,alpha,True,15.0,1,a-1,16676081,9045.0
6594551,6594551,2021-05-11 01:51:00.804385+00:00,x,y,2021-05-27 16:00:00+00:00,2021-05-27 18:00:00+00:00,alpha,True,35.0,1,a-7,6594551,6995.0
10841535,10841535,2021-06-22 16:32:48.083134+00:00,x,y,2021-07-14 09:45:00+00:00,2021-07-14 11:45:00+00:00,gamma,True,20.0,2,c-2,10841535,7900.0
1185749,1185749,2021-02-02 14:30:27.214837+00:00,x,y,2021-02-19 14:00:00+00:00,2021-02-19 15:55:00+00:00,beta,True,35.0,0,b-9,1185749,9522.0
10828265,10828265,2021-06-22 14:39:46.389803+00:00,x,y,2021-06-30 07:00:00+00:00,2021-06-30 09:00:00+00:00,alpha,True,15.0,1,a-5,10828265,6531.0
13126994,13126994,2021-07-06 12:23:31.327750+00:00,x,y,2021-07-07 17:00:00+00:00,2021-07-07 18:59:00+00:00,gamma,True,20.0,2,c-6,13126994,15065.0
17830840,17830840,2021-08-08 20:11:25.725229+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,True,20.0,1,a-7,17830840,12645.0
20682437,20682437,2021-08-23 20:06:09.377831+00:00,x,y,2021-09-13 10:30:00+00:00,2021-09-13 12:25:00+00:00,beta,True,20.0,0,b-69,20682437,6410.0
21253735,21253735,2021-08-27 18:28:20.196547+00:00,x,y,2021-09-16 07:00:00+00:00,2021-09-16 09:00:00+00:00,alpha,True,15.0,1,a-5,21253735,6810.0
7102443,7102443,2021-05-18 09:12:43.689351+00:00,x,y,2021-05-26 10:00:00+00:00,2021-05-26 12:00:00+00:00,alpha,True,35.0,1,a-9,7102443,7520.0
963303,963303,2021-01-28 06:43:23.065734+00:00,x,y,2021-03-15 16:00:00+00:00,2021-03-15 17:55:00+00:00,beta,True,35.0,0,b-19,963303,9564.0
13510935,13510935,2021-07-08 15:09:30.193568+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,True,20.0,2,c-4,13510935,11285.0
10232417,10232417,2021-06-17 15:11:31.210370+00:00,x,y,2021-06-28 13:00:00+00:00,2021-06-28 15:00:00+00:00,alpha,True,35.0,1,a-9,10232417,7124.0
1384558,1384558,2021-02-07 14:20:27.912029+00:00,x,y,2021-02-08 05:00:00+00:00,2021-02-08 07:00:00+00:00,gamma,True,32.0,1,c-2,1384558,12930.0
15701855,15701855,2021-07-24 10:42:02.456707+00:00,x,y,2021-07-27 14:00:00+00:00,2021-07-27 16:00:00+00:00,gamma,True,20.0,1,c-4,15701855,12560.0
9592870,9592870,2021-06-12 18:15:34.511007+00:00,x,y,2021-07-26 07:00:00+00:00,2021-07-26 09:00:00+00:00,alpha,True,15.0,1,a-5,9592870,6531.0
16331765,16331765,2021-07-28 19:09:06.857923+00:00,x,y,2021-07-29 07:00:00+00:00,2021-07-29 09:00:00+00:00,alpha,True,35.0,1,a-5,16331765,10545.0
5807552,5807552,2021-04-29 15:14:02.003634+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 06:55:00+00:00,beta,True,20.0,0,b-1,5807552,7131.0
12616707,12616707,2021-07-03 20:07:16.499383+00:00,x,y,2021-08-15 17:00:00+00:00,2021-08-15 18:59:00+00:00,gamma,True,20.0,1,c-6,12616707,10285.0
20403672,20403672,2021-08-22 03:48:18.882665+00:00,x,y,2021-08-23 14:00:00+00:00,2021-08-23 16:00:00+00:00,gamma,True,20.0,2,c-4,20403672,33720.0
2050291,2050291,2021-02-23 07:24:53.803645+00:00,x,y,2021-05-22 14:00:00+00:00,2021-05-22 15:55:00+00:00,beta,True,20.0,0,b-9,2050291,11462.0
18128122,18128122,2021-08-10 07:33:11.624295+00:00,x,y,2021-08-14 17:05:00+00:00,2021-08-14 19:05:00+00:00,omega,True,20.0,1,d-5,18128122,7950.0
4706652,4706652,2021-04-18 00:14:44.666871+00:00,x,y,2021-05-07 13:30:00+00:00,2021-05-07 15:30:00+00:00,alpha,True,35.0,1,a-5,4706652,8290.0
6140414,6140414,2021-05-04 09:51:00.580743+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,gamma,True,20.0,2,c-2,6140414,8390.0
3104923,3104923,2021-03-12 08:48:56.926966+00:00,x,y,2021-04-03 11:00:00+00:00,2021-04-03 13:00:00+00:00,gamma,True,20.0,1,c-4,3104923,9800.0
14288875,14288875,2021-07-13 16:03:02.345600+00:00,x,y,2021-08-04 14:00:00+00:00,2021-08-04 16:00:00+00:00,gamma,True,20.0,1,c-4,14288875,12560.0
9975758,9975758,2021-06-15 11:39:08.740146+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 15:55:00+00:00,beta,True,20.0,0,b-9,9975758,6375.0
495649,495649,2021-01-15 03:55:23.307289+00:00,x,y,2021-01-15 16:00:00+00:00,2021-01-15 18:10:00+00:00,alpha,True,0.0,0,a-7,495649,8739.0
4650520,4650520,2021-04-16 11:55:15.612891+00:00,x,y,2021-07-17 16:00:00+00:00,2021-07-17 17:55:00+00:00,beta,True,20.0,0,b-19,4650520,7392.0
19877618,19877618,2021-08-18 19:28:09.604625+00:00,x,y,2021-09-13 10:00:00+00:00,2021-09-13 12:00:00+00:00,alpha,True,20.0,1,a-7,19877618,7524.0
15583455,15583455,2021-07-23 12:48:19.318095+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,True,15.0,1,a-1,15583455,11245.0
7451765,7451765,2021-05-22 06:56:49.927357+00:00,x,y,2021-05-22 10:00:00+00:00,2021-05-22 12:00:00+00:00,alpha,True,35.0,1,a-9,7451765,9707.0
14604097,14604097,2021-07-15 17:44:34.604869+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,35.0,1,a-23,14604097,17745.0
2960672,2960672,2021-03-10 11:16:52.948785+00:00,x,y,2021-04-06 05:00:00+00:00,2021-04-06 06:55:00+00:00,beta,True,20.0,0,b-1,2960672,11357.0
15827730,15827730,2021-07-25 09:16:31.923690+00:00,x,y,2021-08-03 13:00:00+00:00,2021-08-03 15:00:00+00:00,alpha,True,35.0,1,a-9,15827730,12645.0
16403511,16403511,2021-07-29 11:49:49.051659+00:00,x,y,2021-08-16 05:00:00+00:00,2021-08-16 06:55:00+00:00,beta,True,20.0,0,b-1,16403511,6500.0
2570287,2570287,2021-03-04 05:09:33.573793+00:00,x,y,2021-03-08 11:00:00+00:00,2021-03-08 13:00:00+00:00,gamma,True,20.0,1,c-4,2570287,7390.0
21349500,21349500,2021-08-28 13:47:54.479344+00:00,x,y,2021-09-21 16:00:00+00:00,2021-09-21 18:00:00+00:00,alpha,True,20.0,1,a-23,21349500,7524.0
2985154,2985154,2021-03-10 17:00:34.915085+00:00,x,y,2021-03-17 13:30:00+00:00,2021-03-17 15:30:00+00:00,alpha,True,15.0,1,a-5,2985154,9798.0
2279325,2279325,2021-02-27 18:35:25.538386+00:00,x,y,2021-03-24 05:15:00+00:00,2021-03-24 07:25:00+00:00,alpha,True,15.0,1,a-1,2279325,7502.0
13175699,13175699,2021-07-06 17:09:06.484438+00:00,x,y,2021-07-11 05:00:00+00:00,2021-07-11 06:55:00+00:00,beta,True,40.0,0,b-1,13175699,19650.0
9326572,9326572,2021-06-10 16:25:35.164697+00:00,x,y,2021-06-30 04:00:00+00:00,2021-06-30 06:00:00+00:00,alpha,True,15.0,1,a-1,9326572,9403.0
17659683,17659683,2021-08-08 03:30:21.340992+00:00,x,y,2021-08-14 05:00:00+00:00,2021-08-14 06:55:00+00:00,beta,True,20.0,0,b-1,17659683,7390.0
17679139,17679139,2021-08-08 07:00:11.824918+00:00,x,y,2021-09-10 11:00:00+00:00,2021-09-10 12:55:00+00:00,beta,True,20.0,0,b-69,17679139,6570.0
16056913,16056913,2021-07-26 18:42:15.625380+00:00,x,y,2021-08-07 17:00:00+00:00,2021-08-07 18:59:00+00:00,gamma,True,20.0,1,c-6,16056913,9280.0
10293862,10293862,2021-06-18 07:13:44.582887+00:00,x,y,2021-07-05 04:00:00+00:00,2021-07-05 06:00:00+00:00,alpha,True,35.0,1,a-1,10293862,7124.0
13561610,13561610,2021-07-08 21:27:57.424905+00:00,x,y,2021-07-15 09:45:00+00:00,2021-07-15 11:45:00+00:00,gamma,True,20.0,1,c-2,13561610,12560.0
11843145,11843145,2021-06-29 15:43:00.467462+00:00,x,y,2021-07-17 16:00:00+00:00,2021-07-17 18:00:00+00:00,alpha,True,15.0,1,a-23,11843145,9497.0
6282275,6282275,2021-05-06 09:59:17.563175+00:00,x,y,2021-05-14 17:00:00+00:00,2021-05-14 18:59:00+00:00,gamma,True,20.0,2,c-6,6282275,8390.0
315375,315375,2021-01-09 14:27:22.298807+00:00,x,y,2021-01-14 13:00:00+00:00,2021-01-14 15:00:00+00:00,alpha,True,0.0,0,a-5,315375,8739.0
12116453,12116453,2021-07-01 07:31:09.978800+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,alpha,True,15.0,1,a-7,12116453,9045.0
4823601,4823601,2021-04-19 11:38:14.109607+00:00,x,y,2021-05-03 13:30:00+00:00,2021-05-03 15:30:00+00:00,alpha,True,35.0,1,a-5,4823601,8290.0
21735216,21735216,2021-08-31 16:26:44.319301+00:00,x,y,2021-09-15 07:00:00+00:00,2021-09-15 09:00:00+00:00,alpha,True,20.0,1,a-5,21735216,6220.0
843360,843360,2021-01-25 04:24:00.151877+00:00,x,y,2021-01-25 14:00:00+00:00,2021-01-25 15:55:00+00:00,beta,True,40.0,0,b-9,843360,9878.0
3293397,3293397,2021-03-15 08:39:52.230737+00:00,x,y,2021-04-25 14:00:00+00:00,2021-04-25 15:55:00+00:00,beta,True,20.0,0,b-9,3293397,9030.0
14811264,14811264,2021-07-17 09:05:00.560052+00:00,x,y,2021-07-18 10:00:00+00:00,2021-07-18 12:00:00+00:00,alpha,True,35.0,1,a-7,14811264,10545.0
11516406,11516406,2021-06-27 15:55:25.698486+00:00,x,y,2021-07-10 16:00:00+00:00,2021-07-10 18:00:00+00:00,alpha,True,35.0,1,a-23,11516406,13277.0
12556126,12556126,2021-07-03 14:16:41.164474+00:00,x,y,2021-07-05 11:00:00+00:00,2021-07-05 12:55:00+00:00,beta,True,40.0,0,b-69,12556126,15270.0
19127590,19127590,2021-08-14 18:30:24.794044+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,True,20.0,2,c-6,19127590,14130.0
15910076,15910076,2021-07-25 19:47:00.395434+00:00,x,y,2021-09-18 05:00:00+00:00,2021-09-18 06:55:00+00:00,beta,True,40.0,0,b-1,15910076,8250.0
9338749,9338749,2021-06-10 18:27:56.635225+00:00,x,y,2021-07-03 11:00:00+00:00,2021-07-03 12:55:00+00:00,beta,True,20.0,0,b-69,9338749,10576.0
20521055,20521055,2021-08-22 19:16:50.911510+00:00,x,y,2021-09-14 07:00:00+00:00,2021-09-14 09:00:00+00:00,alpha,True,15.0,1,a-5,20521055,6810.0
7418372,7418372,2021-05-21 18:22:10.898888+00:00,x,y,2021-08-14 05:00:00+00:00,2021-08-14 07:00:00+00:00,gamma,True,20.0,2,c-2,7418372,9025.0
3721345,3721345,2021-03-23 12:03:59.035968+00:00,x,y,2021-03-27 05:00:00+00:00,2021-03-27 07:00:00+00:00,alpha,True,35.0,1,a-1,3721345,10799.0
11574223,11574223,2021-06-28 04:37:57.466325+00:00,x,y,2021-07-17 07:00:00+00:00,2021-07-17 09:00:00+00:00,alpha,True,15.0,1,a-5,11574223,9497.0
20502039,20502039,2021-08-22 17:01:39.974462+00:00,x,y,2021-08-24 17:00:00+00:00,2021-08-24 18:59:00+00:00,gamma,True,20.0,2,c-6,20502039,17090.0
11610672,11610672,2021-06-28 09:18:48.764459+00:00,x,y,2021-06-28 13:00:00+00:00,2021-06-28 15:00:00+00:00,alpha,True,35.0,1,a-9,11610672,17792.0
20769201,20769201,2021-08-24 11:40:36.226760+00:00,x,y,2021-08-25 17:00:00+00:00,2021-08-25 18:59:00+00:00,gamma,True,20.0,1,c-6,20769201,18350.0
15483876,15483876,2021-07-22 19:58:14.299917+00:00,x,y,2021-08-20 14:00:00+00:00,2021-08-20 15:55:00+00:00,beta,True,20.0,0,b-9,15483876,6480.0
1717380,1717380,2021-02-15 12:21:35.378108+00:00,x,y,2021-02-28 11:00:00+00:00,2021-02-28 13:00:00+00:00,gamma,True,20.0,1,c-4,1717380,12500.0
21034664,21034664,2021-08-26 08:07:00.547798+00:00,x,y,2021-11-19 07:00:00+00:00,2021-11-19 09:00:00+00:00,alpha,True,15.0,1,a-5,21034664,9045.0
13319904,13319904,2021-07-07 12:47:49.268808+00:00,x,y,2021-07-10 07:00:00+00:00,2021-07-10 09:00:00+00:00,alpha,True,15.0,1,a-5,13319904,12945.0
9229832,9229832,2021-06-09 17:12:18.296242+00:00,x,y,2021-07-04 05:00:00+00:00,2021-07-04 07:00:00+00:00,gamma,True,20.0,2,c-2,9229832,11900.0
4541179,4541179,2021-04-12 13:24:40.397904+00:00,x,y,2021-04-14 13:30:00+00:00,2021-04-14 15:30:00+00:00,alpha,True,35.0,1,a-5,4541179,8605.0
8816030,8816030,2021-06-05 14:40:22.870234+00:00,x,y,2021-07-21 04:00:00+00:00,2021-07-21 06:00:00+00:00,alpha,True,15.0,1,a-1,8816030,9403.0
20461143,20461143,2021-08-22 12:06:35.718845+00:00,x,y,2021-08-26 04:00:00+00:00,2021-08-26 06:00:00+00:00,alpha,True,15.0,1,a-1,20461143,11245.0
17746888,17746888,2021-08-08 12:47:38.139866+00:00,x,y,2021-08-23 02:00:00+00:00,2021-08-23 03:55:00+00:00,beta,True,20.0,0,b-73,17746888,6900.0
20623278,20623278,2021-08-23 13:15:08.577308+00:00,x,y,2021-11-14 10:00:00+00:00,2021-11-14 12:00:00+00:00,gamma,True,20.0,1,c-2,20623278,9530.0
6027356,6027356,2021-05-02 17:42:18.839294+00:00,x,y,2021-05-30 15:30:00+00:00,2021-05-30 17:30:00+00:00,alpha,True,35.0,1,a-7,6027356,8290.0
10748150,10748150,2021-06-21 21:14:58.489359+00:00,x,y,2021-07-03 16:00:00+00:00,2021-07-03 18:00:00+00:00,alpha,True,35.0,1,a-23,10748150,13277.0
4267237,4267237,2021-04-05 06:12:33.385687+00:00,x,y,2021-04-05 15:30:00+00:00,2021-04-05 17:30:00+00:00,alpha,True,15.0,1,a-7,4267237,8749.0
16500430,16500430,2021-07-30 07:53:20.543947+00:00,x,y,2021-08-18 16:00:00+00:00,2021-08-18 18:00:00+00:00,alpha,True,15.0,1,a-23,16500430,8300.0
2287456,2287456,2021-02-27 21:07:43.943025+00:00,x,y,2021-03-24 05:15:00+00:00,2021-03-24 07:25:00+00:00,alpha,True,15.0,1,a-1,2287456,7502.0
2051431,2051431,2021-02-23 07:51:50.075476+00:00,x,y,2021-02-25 14:00:00+00:00,2021-02-25 15:55:00+00:00,beta,True,40.0,0,b-9,2051431,14141.0
15897245,15897245,2021-07-25 17:56:40.392594+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,1,c-6,15897245,9280.0
20132025,20132025,2021-08-20 09:19:05.683499+00:00,x,y,2021-08-25 11:00:00+00:00,2021-08-25 12:55:00+00:00,beta,True,40.0,0,b-69,20132025,13350.0
2732972,2732972,2021-03-06 15:40:00.152994+00:00,x,y,2021-03-07 17:00:00+00:00,2021-03-07 18:59:00+00:00,gamma,True,20.0,2,c-6,2732972,14000.0
17823997,17823997,2021-08-08 19:39:55.271181+00:00,x,y,2021-08-16 07:00:00+00:00,2021-08-16 09:00:00+00:00,alpha,True,20.0,1,a-5,17823997,7524.0
8381928,8381928,2021-06-01 14:09:41.082511+00:00,x,y,2021-06-09 05:00:00+00:00,2021-06-09 06:55:00+00:00,beta,True,20.0,0,b-1,8381928,10025.0
18134309,18134309,2021-08-10 08:01:42.234858+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 16:00:00+00:00,gamma,True,20.0,1,c-4,18134309,15075.0
940703,940703,2021-01-27 14:23:01.522946+00:00,x,y,2021-03-29 08:00:00+00:00,2021-03-29 09:55:00+00:00,beta,True,35.0,0,b-69,940703,9564.0
15704349,15704349,2021-07-24 11:11:35.070292+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 16:00:00+00:00,gamma,True,20.0,1,c-4,15704349,13130.0
16021786,16021786,2021-07-26 14:46:41.218690+00:00,x,y,2021-07-27 13:00:00+00:00,2021-07-27 15:00:00+00:00,alpha,True,35.0,1,a-9,16021786,12645.0
20817017,20817017,2021-08-24 17:36:11.890715+00:00,x,y,2021-08-30 14:00:00+00:00,2021-08-30 15:55:00+00:00,beta,True,40.0,0,b-9,20817017,8380.0
5164438,5164438,2021-04-21 19:46:26.761970+00:00,x,y,2021-05-02 13:30:00+00:00,2021-05-02 15:30:00+00:00,alpha,True,15.0,1,a-5,5164438,7397.0
19008518,19008518,2021-08-14 06:14:39.847132+00:00,x,y,2021-08-17 05:00:00+00:00,2021-08-17 06:55:00+00:00,beta,True,20.0,0,b-1,19008518,6900.0
16372545,16372545,2021-07-29 07:01:38.819005+00:00,x,y,2021-08-08 10:00:00+00:00,2021-08-08 12:00:00+00:00,gamma,True,20.0,2,c-2,16372545,11040.0
10514044,10514044,2021-06-20 03:40:38.710378+00:00,x,y,2021-06-30 17:00:00+00:00,2021-06-30 18:59:00+00:00,gamma,True,20.0,1,c-6,10514044,6620.0
5165296,5165296,2021-04-21 19:53:14.733017+00:00,x,y,2021-05-11 11:00:00+00:00,2021-05-11 13:00:00+00:00,gamma,True,20.0,1,c-4,5165296,8145.0
21754158,21754158,2021-08-31 18:39:21.507778+00:00,x,y,2021-09-09 10:00:00+00:00,2021-09-09 12:00:00+00:00,alpha,True,20.0,1,a-7,21754158,6785.0
21648327,21648327,2021-08-31 03:26:32.117975+00:00,x,y,2021-09-03 10:35:00+00:00,2021-09-03 12:35:00+00:00,omega,True,20.0,1,d-3,21648327,7370.0
13637703,13637703,2021-07-09 11:33:44.271416+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,alpha,True,35.0,1,a-7,13637703,12645.0
5061553,5061553,2021-04-20 22:35:11.525459+00:00,x,y,2021-04-26 05:00:00+00:00,2021-04-26 07:00:00+00:00,alpha,True,15.0,1,a-1,5061553,5495.0
2311169,2311169,2021-02-28 09:08:16.385145+00:00,x,y,2021-03-21 14:00:00+00:00,2021-03-21 15:55:00+00:00,beta,True,20.0,0,b-9,2311169,11452.0
2712352,2712352,2021-03-06 09:19:07.939766+00:00,x,y,2021-04-01 17:00:00+00:00,2021-04-01 18:59:00+00:00,gamma,True,20.0,1,c-6,2712352,9905.0
7724504,7724504,2021-05-25 11:25:29.309039+00:00,x,y,2021-05-30 17:00:00+00:00,2021-05-30 18:59:00+00:00,gamma,True,20.0,1,c-6,7724504,8025.0
7106689,7106689,2021-05-18 10:05:49.888516+00:00,x,y,2021-07-08 05:00:00+00:00,2021-07-08 07:00:00+00:00,alpha,True,35.0,1,a-1,7106689,7124.0
5606863,5606863,2021-04-26 16:58:20.083574+00:00,x,y,2021-05-05 13:30:00+00:00,2021-05-05 15:30:00+00:00,alpha,True,15.0,1,a-5,5606863,9497.0
15810756,15810756,2021-07-25 07:15:16.055003+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,gamma,True,20.0,1,c-2,15810756,8525.0
18723958,18723958,2021-08-12 17:13:02.233263+00:00,x,y,2021-08-26 07:00:00+00:00,2021-08-26 09:00:00+00:00,alpha,True,20.0,1,a-5,18723958,8381.0
19734138,19734138,2021-08-18 05:15:23.800608+00:00,x,y,2021-09-12 05:00:00+00:00,2021-09-12 06:55:00+00:00,beta,True,20.0,0,b-1,19734138,6420.0
3629361,3629361,2021-03-21 10:15:38.049745+00:00,x,y,2021-03-24 11:00:00+00:00,2021-03-24 12:55:00+00:00,beta,True,20.0,0,b-69,3629361,8957.0
4490669,4490669,2021-04-11 01:13:02.569822+00:00,x,y,2021-05-09 15:30:00+00:00,2021-05-09 17:30:00+00:00,alpha,True,35.0,1,a-7,4490669,8605.0
6341707,6341707,2021-05-07 08:59:17.727519+00:00,x,y,2021-05-08 13:30:00+00:00,2021-05-08 15:30:00+00:00,alpha,True,35.0,1,a-5,6341707,6995.0
6342272,6342272,2021-05-07 09:09:30.582275+00:00,x,y,2021-05-17 11:00:00+00:00,2021-05-17 12:55:00+00:00,beta,True,40.0,0,b-69,6342272,9663.0
16893050,16893050,2021-08-02 15:26:14.861378+00:00,x,y,2021-08-09 10:00:00+00:00,2021-08-09 12:00:00+00:00,gamma,True,20.0,1,c-2,16893050,8750.0
19059373,19059373,2021-08-14 11:24:29.610675+00:00,x,y,2021-10-10 16:00:00+00:00,2021-10-10 18:00:00+00:00,alpha,True,20.0,1,a-23,19059373,7524.0
5171069,5171069,2021-04-21 21:03:46.708069+00:00,x,y,2021-04-26 05:00:00+00:00,2021-04-26 07:00:00+00:00,alpha,True,35.0,1,a-1,5171069,6495.0
10153954,10153954,2021-06-16 21:48:16.732362+00:00,x,y,2021-06-26 07:00:00+00:00,2021-06-26 09:00:00+00:00,alpha,True,35.0,1,a-5,10153954,7124.0
5084138,5084138,2021-04-21 04:55:40.610008+00:00,x,y,2021-05-03 05:00:00+00:00,2021-05-03 07:00:00+00:00,gamma,True,0.0,0,c-2,5084138,7820.0
10121889,10121889,2021-06-16 16:12:00.446079+00:00,x,y,2021-06-23 11:00:00+00:00,2021-06-23 12:55:00+00:00,beta,True,20.0,0,b-69,10121889,6344.0
7513235,7513235,2021-05-22 19:50:55.861814+00:00,x,y,2021-05-31 13:00:00+00:00,2021-05-31 15:00:00+00:00,alpha,True,35.0,1,a-5,7513235,8027.0
1078339,1078339,2021-01-31 04:40:24.964457+00:00,x,y,2021-03-29 11:00:00+00:00,2021-03-29 13:00:00+00:00,gamma,True,32.0,1,c-4,1078339,9405.0
14326243,14326243,2021-07-13 20:49:55.783364+00:00,x,y,2021-08-31 14:00:00+00:00,2021-08-31 16:00:00+00:00,gamma,True,20.0,1,c-4,14326243,12560.0
14745260,14745260,2021-07-16 18:21:02.554419+00:00,x,y,2021-08-01 17:00:00+00:00,2021-08-01 18:59:00+00:00,gamma,True,20.0,1,c-6,14745260,20365.0
14113595,14113595,2021-07-12 12:36:52.842431+00:00,x,y,2021-07-21 14:00:00+00:00,2021-07-21 16:00:00+00:00,gamma,True,20.0,2,c-4,14113595,8765.0
5101966,5101966,2021-04-21 07:51:19.682391+00:00,x,y,2021-04-21 17:00:00+00:00,2021-04-21 18:59:00+00:00,gamma,True,20.0,2,c-6,5101966,8390.0
5904220,5904220,2021-04-30 23:22:07.051268+00:00,x,y,2021-05-13 17:00:00+00:00,2021-05-13 18:59:00+00:00,gamma,True,0.0,0,c-6,5904220,7565.0
17393968,17393968,2021-08-06 14:56:19.370355+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,15.0,1,a-9,17393968,8300.0
15797827,15797827,2021-07-25 05:29:55.361002+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,35.0,1,a-5,15797827,22445.0
19483368,19483368,2021-08-16 17:38:41.401497+00:00,x,y,2021-09-13 17:00:00+00:00,2021-09-13 18:59:00+00:00,gamma,True,20.0,1,c-6,19483368,7500.0
4894839,4894839,2021-04-19 19:19:45.070617+00:00,x,y,2021-05-24 14:00:00+00:00,2021-05-24 15:55:00+00:00,beta,True,20.0,0,b-9,4894839,7392.0
9637911,9637911,2021-06-13 06:05:13.234434+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,15.0,1,a-23,9637911,6850.0
10362221,10362221,2021-06-18 17:28:56.864760+00:00,x,y,2021-08-04 13:00:00+00:00,2021-08-04 15:00:00+00:00,alpha,True,15.0,1,a-9,10362221,6531.0
1196717,1196717,2021-02-02 18:34:46.931850+00:00,x,y,2021-07-23 16:00:00+00:00,2021-07-23 18:00:00+00:00,alpha,True,20.0,1,a-7,1196717,32545.0
12221410,12221410,2021-07-01 18:50:36.326845+00:00,x,y,2021-07-26 04:00:00+00:00,2021-07-26 06:00:00+00:00,alpha,True,15.0,1,a-1,12221410,7524.0
20114687,20114687,2021-08-20 07:25:06.467685+00:00,x,y,2021-08-23 07:00:00+00:00,2021-08-23 09:00:00+00:00,alpha,True,20.0,1,a-5,20114687,22445.0
5113195,5113195,2021-04-21 09:38:52.645259+00:00,x,y,2021-05-23 13:30:00+00:00,2021-05-23 15:30:00+00:00,alpha,True,35.0,1,a-5,5113195,9602.0
9215712,9215712,2021-06-09 14:53:29.049450+00:00,x,y,2021-06-17 07:00:00+00:00,2021-06-17 09:00:00+00:00,alpha,True,35.0,1,a-5,9215712,9707.0
32924,32924,2021-01-01 09:48:45.485241+00:00,x,y,2021-01-02 14:00:00+00:00,2021-01-02 15:55:00+00:00,beta,False,40.0,0,b-9,32924,9878.0
15487038,15487038,2021-07-22 20:25:05.518596+00:00,x,y,2021-07-25 16:00:00+00:00,2021-07-25 18:00:00+00:00,alpha,True,35.0,1,a-23,15487038,22445.0
6779272,6779272,2021-05-14 12:33:42.309758+00:00,x,y,2021-05-24 14:00:00+00:00,2021-05-24 15:55:00+00:00,beta,True,20.0,0,b-9,6779272,6744.0
18394226,18394226,2021-08-11 06:56:36.722769+00:00,x,y,2021-08-28 11:00:00+00:00,2021-08-28 12:55:00+00:00,beta,True,20.0,0,b-69,18394226,7410.0
5276878,5276878,2021-04-22 19:53:02.267257+00:00,x,y,2021-04-27 16:00:00+00:00,2021-04-27 18:00:00+00:00,alpha,True,35.0,1,a-7,5276878,6495.0
13856471,13856471,2021-07-10 19:16:17.132202+00:00,x,y,2021-08-26 14:00:00+00:00,2021-08-26 15:55:00+00:00,beta,True,40.0,0,b-9,13856471,8200.0
14267966,14267966,2021-07-13 13:27:24.558341+00:00,x,y,2021-07-16 11:00:00+00:00,2021-07-16 13:00:00+00:00,gamma,True,20.0,1,c-2,14267966,17090.0
5027731,5027731,2021-04-20 16:58:28.345309+00:00,x,y,2021-06-09 11:00:00+00:00,2021-06-09 13:00:00+00:00,gamma,True,20.0,2,c-4,5027731,9650.0
3197266,3197266,2021-03-13 16:14:19.031547+00:00,x,y,2021-03-19 14:00:00+00:00,2021-03-19 15:55:00+00:00,beta,True,40.0,0,b-9,3197266,10688.0
12745036,12745036,2021-07-04 13:43:39.161587+00:00,x,y,2021-07-28 07:00:00+00:00,2021-07-28 09:00:00+00:00,alpha,True,35.0,1,a-5,12745036,10545.0
